"","id","datasource","abstract","title","author"
"11","df35k.44.3","urn:node:GOA","These data are part of a population monitoring initiative under a series of directed research projects designed to elucidate the process of, and constraints recovery of Harlequin ducks in Prince William Sound post the Exon Valdez Oil Spill. Induction of cytochrome P4501A (CYP1A) in vertebrates occurs to a limited number of compounds, including polycyclic aromatic hydrocarbons such as those found in crude oil and have been used to evaluate compounds in many cases of environmental contamination, including that of the Exxon Valdez oil spill. Elevated CYP1A has been demonstrated Prince William Sound. The data presented here quantifies CYP1A induction by the amount of hepatic 7-ethoxyresorufinO-deethylase (EROD) activity, well-established method and is the same approach used in earlier Exxon Valdez studies and in similar studies of harlequin ducks and other sea ducks. These data contain capture data from 1995-2014 and results of EROD activity level analyses (1998,2000,2001,2002,2005,2009,2011,2013,2014).","Harlequin duck capture and liver EROD activity, USGS and the Alaska Department of Fish and Game, Prince William Sound, 1995-2014","Daniel Esler"
"12","urn:uuid:0e8a452d-73f7-4a08-97da-6bd114199731","urn:node:KNB","These data quantify  the results of a two year data archiving effort by a small group of researchers and students at the National Center for Ecological Analysis and Synthesis at UC Santa Barbara in collaboration with the Gulf Watch Alaska synthesis group and funded by the Exxon Valdez Oil Spill Trustee Council (EVOSTC). The EVOSTC was formed following the Exxon Valdez oil spill in Alaska in 1989. Since then, the EVOSTC has funded hundreds of projects and in 2012 we began a project to recover and archive the data collected during these EVOSTC funded projects. These data and analyses summarize the archiving project results and inform a manuscript (Funder imposed data publication requirements seldom inspire data sharing) in which we ask 5 main questions about the data collected from the Exxon Valdez Oil Spill Trustee Council funded projects:
1. Twenty-five years after the EVOS, for how many projects funded by EVOSTC can we collect data? 
2. Are there certain research fields that are more likely to make data available than others?
3. Are there certain sectors that are more likely to make data available than others?
4. Is the availability of data correlated to how old the data are? 
5. Why did people refuse to share their data?

The data here are a quantification of the responses to data outreach efforts, a data analysis script and results PDF as well as a figures script and output figures PDF.","EVOS data archiving project results: data, code and output (2016)","Jessica Couture"
"13","doi:10.5063/F1R20ZH8","urn:node:KNB","These data quantify  the results of a two year data archiving effort by a small group of researchers and students at the National Center for Ecological Analysis and Synthesis at UC Santa Barbara in collaboration with the Gulf Watch Alaska synthesis group and funded by the Exxon Valdez Oil Spill Trustee Council (EVOSTC). The EVOSTC was formed following the Exxon Valdez oil spill in Alaska in 1989. Since then, the EVOSTC has funded hundreds of projects and in 2012 we began a project to recover and archive the data collected during these EVOSTC funded projects. These data and analyses summarize the archiving project results and inform a manuscript (Funder imposed data publication requirements seldom inspire data sharing) in which we ask 5 main questions about the data collected from the Exxon Valdez Oil Spill Trustee Council funded projects:
1. Twenty-five years after the EVOS, for how many projects funded by EVOSTC can we collect data? 
2. Are there certain research fields that are more likely to make data available than others?
3. Are there certain sectors that are more likely to make data available than others?
4. Is the availability of data correlated to how old the data are? 
5. Why did people refuse to share their data?

The data here are a quantification of the responses to data outreach efforts, a data analysis script and results PDF as well as a figures script and output figures PDF.","EVOS data archiving project results: data, code and output (2016)","Jessica Couture"
"14","df35j.14.12","urn:node:GOA","The report summarizes the results of the common murre restoration monitoring work conducted in the northern Gulf of Alaska for the Exxon Valdez Oil Spill Trustee Council. Information on population numbers, nesting chronology, and productivity of murres were collected by U.S. Fish and Wildlife Service (FWS) biologists at the East Amatuli Island- Light Rock and Nord Island-northwest Islet colonies in the Barren Islands during the 1993 and 1994 nesting seasons.These data are presented and statistically compared with information reported in the 1989-1993 FWS murrage damage assessment and restoration studies, and with data obtained during 1990-1992 University of Washington (UW) and 1991 Dames & Moore studies. Although positive trends in population numbers were found on two FWS and three UW plots at East Amatuli Island-Light Rock over the postspill period, no trends were apparent on larger sections of habitat at this colony or at the nearby Nord Island-Northwest Islet nesting complex. Nesting chronology was similar between study sites and about one week earlier than during 1993. Productivity also did not differ between study sites. In general, reproductive success in the Barren Islands was normal to high, compared with other Gulf of Alaska murres colonies.","Common Murre Restoration Monitoring in the Barren Islands, AK, 1993-1994","David Roseneau"
"15","df35j.14.13","urn:node:GOA","The report summarizes the results of the common murre restoration monitoring work conducted in the northern Gulf of Alaska for the Exxon Valdez Oil Spill Trustee Council. Information on population numbers, nesting chronology, and productivity of murres were collected by U.S. Fish and Wildlife Service (FWS) biologists at the East Amatuli Island- Light Rock and Nord Island-northwest Islet colonies in the Barren Islands during the 1993 and 1994 nesting seasons.These data are presented and statistically compared with information reported in the 1989-1993 FWS murrage damage assessment and restoration studies, and with data obtained during 1990-1992 University of Washington (UW) and 1991 Dames & Moore studies. Although positive trends in population numbers were found on two FWS and three UW plots at East Amatuli Island-Light Rock over the postspill period, no trends were apparent on larger sections of habitat at this colony or at the nearby Nord Island-Northwest Islet nesting complex. Nesting chronology was similar between study sites and about one week earlier than during 1993. Productivity also did not differ between study sites. In general, reproductive success in the Barren Islands was normal to high, compared with other Gulf of Alaska murres colonies.","Common Murre Restoration Monitoring in the Barren Islands, AK, 1993-1994","David Roseneau"
"16","df35l.5.5","urn:node:GOA","Barrow’s Goldeneyes (Bucephala islandica) winter almost exclusively in coastal marine areas (Bellrose 1980), where they feed primarily on blue mussels (Mytilus trossulus) (Koehl et al. 1982, Vermeer 1982, D. Esler, unpubl. data). Although distributions of Barrow’s Goldeneyes have been described in relation to habitat and food resources during the breeding season (e.g., Einarsson 1988, 1990), factors related to winter densities have rarely been addressed (VermeerIn this study we evaluated Barrow’s Goldeneye densities in relation to a suite of physical habitat characteristics and blue mussel biomass to document environmental attributes important to wintering populations of this sea duck. We also assessed the effect of history of contamination from the 1989 Exxon Valdez oil spill, in which nearly 42 million liters of oil were leaked into Prince William Sound, Alaska. Immediate and direct mortality of birds following the oil spill was high and, within Prince William Sound, nearly a quarter of recovered carcasses were sea ducks","Winter Foraging Ecology of Barrow’s Goldeneyes and the Role of Food Limitation on Population Recovery from the Exxon Valdez’s Oil Spill","Daniel Esler"
"17","df35j.14.14","urn:node:GOA","The report summarizes the results of the common murre restoration monitoring work conducted in the northern Gulf of Alaska for the Exxon Valdez Oil Spill Trustee Council. Information on population numbers, nesting chronology, and productivity of murres were collected by U.S. Fish and Wildlife Service (FWS) biologists at the East Amatuli Island- Light Rock and Nord Island-northwest Islet colonies in the Barren Islands during the 1993 and 1994 nesting seasons.These data are presented and statistically compared with information reported in the 1989-1993 FWS murrage damage assessment and restoration studies, and with data obtained during 1990-1992 University of Washington (UW) and 1991 Dames & Moore studies. Although positive trends in population numbers were found on two FWS and three UW plots at East Amatuli Island-Light Rock over the postspill period, no trends were apparent on larger sections of habitat at this colony or at the nearby Nord Island-Northwest Islet nesting complex. Nesting chronology was similar between study sites and about one week earlier than during 1993. Productivity also did not differ between study sites. In general, reproductive success in the Barren Islands was normal to high, compared with other Gulf of Alaska murres colonies.","Common Murre Restoration Monitoring in the Barren Islands, AK, 1993-1994","David Roseneau"
"18","df35f.14.20","urn:node:GOA","Lingering oil from the Exxon Valdez oil spill persists on some beaches in Prince William Sound, Alaska, more than 20 years after they became contaminated. Bioremediation was tested in pilot-scale studies during 2011 and 2012 to determine whether this technology could be used to restore these sites. Pilot-scale bioremediation systems were installed at four sites with lingering contamination in 2011 and at two of those sites in 2012.

The technology relied on delivering solutions of dissolved oxygen (at 40 mg/L) and nutrients (nitrogen at 20 mg/L and phosphorus 2.0 mg/L) into the beachest to enhance oil biodegradation. Sediment samples were obtained to analyze for oil and microbial communities, and pore water samples were taken to analyze for oxygen, nutrients (nitrogen and phosphorus), and salinity. There was no clear temporal or spatial pattern of behavior of oil (obtained as total extractable material from the sediments). The sum of the polycyclic aromatic hydrocarbons (PAH) and dibenzothiophene, labelled herein as total PAH (TPAH) was used as the main indicator of bioremediation. The TPAH biodegradation rate at PWS3A44 was 72% and that at EL056C in 2011 was 35% suggesting very effective bioremediation. However the rate at other beaches and/or in other years varied from 13% to 26%, with an average of 16%, which reflects a four-fold enhancement on the natural biodegradation rate of oil in beaches, which was estimated at less than 4% per year. In general, the concentration of dissolved oxygen (DO) in the pore water increased following treatment and so did the concentrations of nitrogen from nitrate and phosphorous. Microbial counts using the most probable numbers (MPN) revealed that the MPN of PAH degraders was an order of magnitude smaller than that of alkanes, and it decreased with time, suggesting depletion of the PAH. A beach survey for bioremediation potential revealed that two beaches out of 23 received a “bio-score” of 100 suggesting that bioremediation on these beaches would be effective in removing the TPAH at approximately 16% per year.","Pilot Studies of Bioremediation of the Exxon Valdez Oil in Prince William Sound Beaches, Alaska: 2010-2011","Michel Boufadel"
"19","df35j.63.18","urn:node:GOA","Following the Exxon Valdez oil spill in 1989, those planning economic studies to assess damages from lost recreational uses identified sport fishing as the recreational activity with the most potential for rigorous evaluation of the spill's impact. The Alaska Department of Fish and Game had for a good many years collected data that if appropriately synthesized would produce information fundamental to such evaluation. The Alaska Department of Law determined that it required this information for legal representation of the state in the oil spill litigation and contracted the Department of Fish and Game to produce it.","Economic Damages to Recreation: Alaska Sport Fishing in the Aftermath of the Exxon Valdez Oil Spill","Edward Mills"
"20","df35j.63.20","urn:node:GOA","Following the Exxon Valdez oil spill in 1989, those planning economic studies to assess damages from lost recreational uses identified sport fishing as the recreational activity with the most potential for rigorous evaluation of the spill's impact. The Alaska Department of Fish and Game had for a good many years collected data that if appropriately synthesized would produce information fundamental to such evaluation. The Alaska Department of Law determined that it required this information for legal representation of the state in the oil spill litigation and contracted the Department of Fish and Game to produce it.","Economic Damages to Recreation: Alaska Sport Fishing in the Aftermath of the Exxon Valdez Oil Spill","Edward Mills"
"21","df35j.8.20","urn:node:GOA","Evaluating the influence of fluctuating prey populations (e.g. forage fish) is critical to understanding the recovery of seabirds injured by the T/V Exxon Valdez oil spill; however, it is expensive to conduct annual  hydroacoustic and trawl surveys to assess forage fish stocks over broad regions. This project tests the feasibility and effectiveness of using stomach contents from sport-caught Pacific halibut and Pacific sand lance, two forage fish important to piscivorous seabirds. Results from 1995-1998 suggest that this simple-cost effective method can supply useful information on forage fish populations that can help monitor seasonal and interannual variations in forage fish stocks and seabird prey bases near nesting colonies. 

The data set describes
1. The frequencies of occurence of fish, invertebrates or neither in halibut stomachs from the total of Areas 2, 4, 6, 8, 10 in Kachemak Bay- lower Cook Inlet, 1995-1998.
2. The frequencies of occurence of fish and invertebrates in halibut stomachs identified and separated into common name categories from the total of Areas 2, 4, 6, 8, 10 in Kechemak Bay- lower Cook Inlet, 1995-1998.
3. The percentage of fish and invertebrates in halibut stomachs over the total of Areas 2, 4, 6, 8, 10 in Kachemak Bay- lower Cook Inlet, 1995-1998.
4. The percentages of fish in halibut stomachs from the total of and each individual area of Areas 2, 4, 6, 8, 10 in Kechemak Bay- lower Cook Inlet, 1995-1998.","Using Stomach Contents of Predatory Fish to Sample Forage Fishes in Kachemak Bay and Lower Cook Inlet, Alaska: 1995-1998",NA
"22","df35j.75.4","urn:node:GOA","Phase I of the assessment of the Impacts of the Exxon Valdez oil spill on the Alaska Tourism Industry was designed as the first phase in a multi-phased process to identify the extent of harm and/or benefit of the spill on the tourism industry. The information compiled indicates the existence of spill impacts and the approximate extent of the harm and benefits experienced by businesses.","Economic Damages to Recreation: An Assessment of the Impact of the Exxon Valdez Oil Spill on the Alaska Tourism Industry","Edward Mills"
"23","df35j.46.10","urn:node:GOA","An assessment of damage to murre populations and reproductive performance due to the 1989 Exxon Valdez oil spill was conducted from 1989 to 1991. In 1992, we continued monitoring these parameters at three murre nesting colonies located in the path of the oil in an effort to begin measuring recovery. Numbers of murres were significantly reduced at all three study colonies following the spill. We found no recovery to pre-spill numbers. Timing of breeding and productivity of murres at the Barren Islands and Puale Bay returned to near normal levels in 1992. 

This dataset includes
1) Counts of murres at Barren Islands, Chiswell Islands, and Puale Bay.
2) Dates common murre eggs were first observed.
3) Common murre chicks per adult.","Population Levels and Reproductive Performance of Murres Based on Observations at Breeding Colonies, 1992","Don Dragoo"
"24","df35l.13.12","urn:node:GOA","Barrow’s Goldeneyes (Bucephala islandica) winter almost exclusively in coastal marine areas (Bellrose 1980), where they feed primarily on blue mussels (Mytilus trossulus) (Koehl et al. 1982, Vermeer 1982, D. Esler, unpubl. data). Although distributions of Barrow’s Goldeneyes have been described in relation to habitat and food resources during the breeding season (e.g., Einarsson 1988, 1990), factors related to winter densities have rarely been addressed (VermeerIn this study we evaluated Barrow’s Goldeneye densities in relation to a suite of physical habitat characteristics and blue mussel biomass to document environmental attributes important to wintering populations of this sea duck. We also assessed the effect of history of contamination from the 1989 Exxon Valdez oil spill, in which nearly 42 million liters of oil were leaked into Prince William Sound, Alaska. Immediate and direct mortality of birds following the oil spill was high and, within Prince William Sound, nearly a quarter of recovered carcasses were sea ducks","Winter Foraging and Habitat conditions for Barrow’s Goldeneyes, USGS, US Fish and Wildlife, 1995-1997","Daniel Esler"
"25","df35j.14.15","urn:node:GOA","The report summarizes the results of the common murre restoration monitoring work conducted in the northern Gulf of Alaska for the Exxon Valdez Oil Spill Trustee Council. Information on population numbers, nesting chronology, and productivity of murres were collected by U.S. Fish and Wildlife Service (FWS) biologists at the East Amatuli Island- Light Rock and Nord Island-northwest Islet colonies in the Barren Islands during the 1993 and 1994 nesting seasons.These data are presented and statistically compared with information reported in the 1989-1993 FWS murrage damage assessment and restoration studies, and with data obtained during 1990-1992 University of Washington (UW) and 1991 Dames & Moore studies. Although positive trends in population numbers were found on two FWS and three UW plots at East Amatuli Island-Light Rock over the postspill period, no trends were apparent on larger sections of habitat at this colony or at the nearby Nord Island-Northwest Islet nesting complex. Nesting chronology was similar between study sites and about one week earlier than during 1993. Productivity also did not differ between study sites. In general, reproductive success in the Barren Islands was normal to high, compared with other Gulf of Alaska murres colonies.","Common Murre Restoration Monitoring in the Barren Islands, AK, 1993-1994","David Roseneau"
"26","sclark.47.22","urn:node:GOA","[Based on best available information it was assumed this data was a part of the FS11 EVOSTC project and matching metadata was pulled from those sources]

Study History:  
Fish/Shellfish Study Number 11 was initiated as a State/Federal Natural Resource Damage Assessment project as part of the 1989 Exxon Valdez oil spill study plan and continued through the 1992 work plan. Most components  of this report were published in October 1996 in the Canadian Journal ofFisheries and Aquatic Sciences, vol. 53(10), followed by one article published in August 1997  in the Canadian Journal of Fisheries and Aquatic Sciences, vol. 54(8). Permission to reproduce these articles was  granted  by the publisher, National Research Council of Canada, Research Press.

Objectives:
The primary objective of this study was to estimate and compare egg larval mortality between oiled and nonoiled areas of the sound. Secondary objectives flowed from the requirements of estimating egg larval mortality and involved analyses of ancillary variables, such as depth profiles of temperature and salinity, width of egg beds and the depth distribution of eggs, mean length of larvae, rate of growth of larval length, and rate of reduction in larval density at plankton stations.

Publications:
Sources:
McGurk, M.D., and Brown, E.D. 1996. Eggâlarva mortality of Pacific herring in Prince William Sound, Alaska, after the Exxon Valdez oil spill. Can. J. Fish. Aquat. Sci. 53: 2343â2354.

Marty GD, Hose JE, McGurk MD, Brown ED. 1997. Histopathology and cytogenetic evaluation of Pacific herring larvae exposed to petroleum hydrocarbons in the laboratory or in Prince William Sound, Alaska, after the Exxon Valdez oil spill. Can J Fish Aquat Sci 54: 1846â1857.

Injury to Prince William Sound herring following the Exxon Valdez oil spill. 1998. Compiled by Evelyn D. Brown, Timothy T. Baker. Fish/Shellfish  Study  Number 11, USFW. Anchorage, AK: EVOS Trustee Council.","Egg and larval mortality data between oiled and nonoiled areas of Prince William Sound, Alaska following the Exxon Valdez Oil Spill in 1989","Evelyn Brown"
